customer_txn_count_60m,customer_amount_mean_prior,amount_deviation_ratio,is_new_device,is_new_merchant,location_shift,customer_device_degree,customer_merchant_degree,device_customer_degree,merchant_customer_degree,shared_device_customer_count,relationship_risk_score,is_fraud
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,True
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,31.98,0.523139,False,True,False,1,2,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,4,0,0.08,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,12.52,8.980831,False,True,False,1,2,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,4,0,0.08,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,5,0,0.16,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,29.56,0.972598,True,True,False,2,2,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,60.32,-0.300729,True,True,False,2,2,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,35.64,-0.168631,True,True,False,2,2,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,4,0,0.08,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,4,0,0.08,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,18.86,-0.52386,False,True,False,1,2,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,5,0,0.16,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,18.99,0.826224,False,True,False,1,2,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,22.54,-0.259982,False,True,False,1,2,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,4,0,0.08,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,84.54,-0.107878,False,True,False,1,2,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,2,0,0.0,False
0,72.35,2.296752,False,True,False,1,2,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,1,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
0,0.0,0.0,True,True,False,1,1,1,3,0,0.0,False
